,Drug,Lineage,Percentage of Strains that are Resistant,Number of Resistant Strains,Number of Susceptible Strains
1607,pas,4.2.1.1.1.1.1.2(1/1),0.0,0,1
1608,pas,4.2.1.1.1.1.2(1/1),0.0,0,36
1609,pas,4.2.1.1.1.2.1.1.1.1.1(1/1),0.0,0,21
1610,pas,4.2.1.1.1.2.1.1.1.1.2(1/1),0.0,0,10
1611,pas,4.2.1.1.1.2.1.1.2(1/1),0.0,0,29
1612,pas,4.2.1.1.1.2.1.2(1/1),0.0,0,2
1613,pas,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
1614,pas,4.2.1.1.1.2.2.1.1.1.1(1/1),0.0,0,8
1615,pas,4.2.1.1.1.2.2.1.1.1.2(1/1),0.0,0,8
1616,pas,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1617,pas,4.2.1.1.1.2.2.1.1.2(1/1),0.0,0,3
1618,pas,4.2.1.1.1.2.2.1.2(1/1),0.0,0,8
1619,pas,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",0.0,0,1
1620,pas,4.2.1.1.1.2.2.2(1/1),0.0,0,1
1621,pas,4.2.1.1.2,0.0,0,1
1622,pas,4.2.1.1.2(1/1),0.0,0,128
1623,pas,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
1624,pas,4.2.1.2.1.1(1/1),0.0,0,1
1625,pas,4.2.1.2.1.1.i1,0.0,0,6
1626,pas,4.2.1.2.1.1.i1(1/1),0.0,0,126
1627,pas,4.2.1.2.1.1.i2,0.0,0,1
1628,pas,4.2.1.2.1.1.i2(1/1),0.0,0,9
1629,pas,4.2.1.2.1.1.i3(1/1),0.0,0,1
1630,pas,4.2.1.2.1.1.i3.1,0.0,0,9
1631,pas,4.2.1.2.1.1.i3.1(1/1),0.0,0,134
1632,pas,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",0.0,0,1
1633,pas,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",0.0,0,1
1634,pas,4.2.1.2.1.1.i3.2,0.0,0,2
1635,pas,4.2.1.2.1.1.i3.2(1/1),0.0,0,109
1636,pas,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1637,pas,4.2.1.2.1.1.i4.1,0.0,0,26
1638,pas,4.2.1.2.1.1.i4.1(1/1),0.0,0,545
1639,pas,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1640,pas,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
1641,pas,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
1642,pas,4.2.1.2.1.1.i4.2(1/1),0.0,0,6
1643,pas,4.2.1.2.1.2(1/1),0.0,0,4
1644,pas,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1645,pas,4.2.1.2.2.1(1/1),0.0,0,3
1646,pas,4.2.1.2.2.1.1,0.0,0,19
1647,pas,4.2.1.2.2.1.1(1/1),0.0,0,128
1648,pas,4.2.1.2.2.1.2,0.0,0,2
1649,pas,4.2.1.2.2.1.2(1/1),0.0,0,22
1650,pas,4.2.1.2.2.2(1/1),0.0,0,128
1651,pas,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
1652,pas,4.2.2(1/1),3.3333333333333335,1,29
1653,pas,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1654,pas,4.2.2.1,0.0,0,2
1655,pas,4.2.2.1(1/1),0.0,0,27
1656,pas,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1657,pas,4.2.2.2.1(1/1),0.0,0,399
1658,pas,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
1659,pas,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,9
1660,pas,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
1661,pas,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
1662,pas,4.2.2.2.2(1/1),0.0,0,159
1663,pas,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,2
1664,pas,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
1665,pas,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1666,pas,5(1/1),0.0,0,1
1667,pas,6(1/1),0.0,0,5
1668,pas,nan,0.0,0,28
1669,pas,unfilled,1.3513513513513513,1,73
1670,pza,1.1(1/1),33.333333333333336,1,2
1671,pza,"1.1(1/1),4(1/1)",0.0,0,1
1672,pza,1.1.1.1.1(1/1),3.5714285714285716,1,27
1673,pza,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
1674,pza,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1675,pza,1.1.1.2(1/1),0.0,0,55
1676,pza,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
1677,pza,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1678,pza,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1679,pza,1.1.2,0.0,0,2
1680,pza,1.1.2(1/1),4.790419161676646,8,159
1681,pza,"1.1.2(1/1),2.2.1.1.1(1/1)",0.0,0,2
1682,pza,"1.1.2(1/1),4(1/1)",0.0,0,1
1683,pza,1.2.1.1.1(1/1),0.0,0,29
1684,pza,1.2.1.1.2(1/1),0.0,0,7
1685,pza,1.2.1.2(1/1),0.0,0,1
1686,pza,"1.2.2(1/1),4(1/1)",0.0,0,2
1687,pza,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1688,pza,1.2.2.1,100.0,2,0
1689,pza,1.2.2.1(1/1),25.0,18,54
1690,pza,"1.2.2.1(1/1),1.1.2(1/1)",0.0,0,1
1691,pza,"1.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
1692,pza,"1.2.2.1(1/1),4(1/1)",0.0,0,1
1693,pza,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1694,pza,1.2.2.2,0.0,0,15
1695,pza,1.2.2.2(1/1),25.0,1,3
1696,pza,2.1(1/1),40.0,2,3
1697,pza,2.2.1,0.0,0,1
1698,pza,2.2.1(1/1),0.0,0,2
1699,pza,2.2.1.1(1/1),0.0,0,2
1700,pza,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,3
1701,pza,"2.2.1.1(1/1),4.2.2.2.1(1/1)",0.0,0,1
1702,pza,2.2.1.1.1,21.73913043478261,5,18
1703,pza,2.2.1.1.1(1/1),10.691557064064488,252,2105
1704,pza,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",0.0,0,1
1705,pza,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
1706,pza,"2.2.1.1.1(1/1),4(1/1)",0.0,0,2
1707,pza,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1708,pza,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
1709,pza,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,6
1710,pza,2.2.1.1.1.i1(1/1),0.0,0,9
1711,pza,2.2.1.1.1.i2(1/1),20.0,2,8
1712,pza,2.2.1.1.1.i3(1/1),13.565891472868216,105,669
1713,pza,2.2.1.1.2,0.0,0,1
1714,pza,2.2.1.1.2(1/1),2.7027027027027026,2,72
1715,pza,2.2.1.2(1/1),28.571428571428573,2,5
1716,pza,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1717,pza,2.2.2,64.70588235294117,33,18
1718,pza,2.2.2(1/1),51.0,102,98
1719,pza,"2.2.2(1/1),3.2.2(1/1)",0.0,0,1
1720,pza,"2.2.2,2.2.1.1.1",0.0,0,1
1721,pza,3(1/1),0.0,0,3
1722,pza,"3(1/1),4(1/1)",0.0,0,1
1723,pza,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1724,pza,3.1(1/1),0.0,0,5
1725,pza,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1726,pza,3.1.1,0.0,0,3
1727,pza,3.1.1(1/1),16.929133858267715,43,211
1728,pza,"3.1.1(1/1),2.2.1.1.1(1/1)",33.333333333333336,1,2
1729,pza,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,1
1730,pza,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1731,pza,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",0.0,0,1
1732,pza,3.1.1.i1,0.0,0,1
1733,pza,3.1.1.i1(1/1),14.814814814814815,4,23
1734,pza,3.1.1.i2(1/1),6.521739130434782,3,43
1735,pza,3.1.2(1/1),0.0,0,4
1736,pza,3.2(1/1),0.0,0,1
1737,pza,3.2.1(1/1),0.0,0,2
1738,pza,3.2.2(1/1),0.0,0,4
1739,pza,4,100.0,1,0
1740,pza,4(1/1),12.307692307692308,8,57
1741,pza,4.1(1/1),0.0,0,1
1742,pza,4.1.i1.1.1(1/1),0.0,0,2
1743,pza,4.1.i1.1.1.1,22.22222222222222,2,7
1744,pza,4.1.i1.1.1.1(1/1),7.615230460921843,38,461
1745,pza,"4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1)",20.0,1,4
1746,pza,"4.1.i1.1.1.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,3
1747,pza,"4.1.i1.1.1.1(1/1),4.2.1.2.1.1.i4.1(1/1)",66.66666666666667,2,1
1748,pza,"4.1.i1.1.1.1(1/1),4.2.1.2.2.1(1/1)",0.0,0,1
1749,pza,"4.1.i1.1.1.1(1/1),4.2.2.2.1(1/1)",0.0,0,1
1750,pza,4.1.i1.1.1.2(1/1),0.0,0,7
1751,pza,4.1.i1.1.2(1/1),0.0,0,5
1752,pza,4.1.i1.2.1,0.0,0,31
1753,pza,4.1.i1.2.1(1/1),13.131313131313131,26,172
1754,pza,"4.1.i1.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
1755,pza,4.1.i1.2.2(1/1),0.0,0,5
1756,pza,4.1.i2.1(1/1),23.80952380952381,5,16
1757,pza,"4.1.i2.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
1758,pza,4.1.i2.2(1/1),50.0,1,1
1759,pza,4.2.1.1.1.1.1.1.i1,0.0,0,4
1760,pza,4.2.1.1.1.1.1.1.i1(1/1),4.930966469428008,25,482
1761,pza,"4.2.1.1.1.1.1.1.i1(1/1),1.2.1.1.1(1/1)",0.0,0,1
1762,pza,"4.2.1.1.1.1.1.1.i1(1/1),2.2(1/1)",0.0,0,1
1763,pza,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1(1/1)",0.0,0,1
1764,pza,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1(1/1)",0.0,0,1
1765,pza,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,7
1766,pza,"4.2.1.1.1.1.1.1.i1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,4
1767,pza,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1768,pza,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,2
1769,pza,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
1770,pza,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2(1/1)",100.0,1,0
1771,pza,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1772,pza,4.2.1.1.1.1.1.1.i2,15.384615384615385,2,11
1773,pza,4.2.1.1.1.1.1.1.i2(1/1),12.222222222222221,11,79
1774,pza,4.2.1.1.1.1.1.2(1/1),0.0,0,1
1775,pza,4.2.1.1.1.1.2(1/1),13.88888888888889,5,31
1776,pza,4.2.1.1.1.2.1.1.1.1.1(1/1),4.761904761904762,1,20
1777,pza,4.2.1.1.1.2.1.1.1.1.2(1/1),10.0,1,9
1778,pza,4.2.1.1.1.2.1.1.2(1/1),0.0,0,29
1779,pza,4.2.1.1.1.2.1.2(1/1),0.0,0,2
1780,pza,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
1781,pza,4.2.1.1.1.2.2.1.1.1.1(1/1),0.0,0,8
1782,pza,4.2.1.1.1.2.2.1.1.1.2(1/1),25.0,2,6
1783,pza,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,1,0
1784,pza,4.2.1.1.1.2.2.1.1.2(1/1),0.0,0,3
1785,pza,4.2.1.1.1.2.2.1.2(1/1),100.0,8,0
1786,pza,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",100.0,1,0
1787,pza,4.2.1.1.1.2.2.2(1/1),0.0,0,1
1788,pza,4.2.1.1.2,0.0,0,1
1789,pza,4.2.1.1.2(1/1),3.125,4,124
1790,pza,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
1791,pza,4.2.1.2.1.1(1/1),0.0,0,1
1792,pza,4.2.1.2.1.1.i1,0.0,0,6
1793,pza,4.2.1.2.1.1.i1(1/1),2.380952380952381,3,123
1794,pza,4.2.1.2.1.1.i2,0.0,0,1
1795,pza,4.2.1.2.1.1.i2(1/1),11.11111111111111,1,8
1796,pza,4.2.1.2.1.1.i3(1/1),0.0,0,1
1797,pza,4.2.1.2.1.1.i3.1,0.0,0,9
1798,pza,4.2.1.2.1.1.i3.1(1/1),14.925373134328359,20,114
1799,pza,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
1800,pza,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",100.0,1,0
1801,pza,4.2.1.2.1.1.i3.2,0.0,0,2
1802,pza,4.2.1.2.1.1.i3.2(1/1),7.339449541284404,8,101
1803,pza,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1804,pza,4.2.1.2.1.1.i4.1,3.8461538461538463,1,25
1805,pza,4.2.1.2.1.1.i4.1(1/1),15.412844036697248,84,461
1806,pza,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1807,pza,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
1808,pza,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",100.0,1,0
1809,pza,4.2.1.2.1.1.i4.2(1/1),0.0,0,6
1810,pza,4.2.1.2.1.2(1/1),0.0,0,4
1811,pza,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1812,pza,4.2.1.2.2.1(1/1),0.0,0,3
1813,pza,4.2.1.2.2.1.1,0.0,0,19
1814,pza,4.2.1.2.2.1.1(1/1),22.65625,29,99
1815,pza,4.2.1.2.2.1.2,0.0,0,2
1816,pza,4.2.1.2.2.1.2(1/1),0.0,0,22
1817,pza,4.2.1.2.2.2(1/1),3.125,4,124
1818,pza,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
1819,pza,4.2.2(1/1),20.0,6,24
1820,pza,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
1821,pza,4.2.2.1,50.0,1,1
1822,pza,4.2.2.1(1/1),3.7037037037037037,1,26
1823,pza,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1824,pza,4.2.2.2.1(1/1),11.779448621553884,47,352
1825,pza,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
1826,pza,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",11.11111111111111,1,8
1827,pza,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
1828,pza,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",50.0,1,1
1829,pza,4.2.2.2.2(1/1),0.0,0,159
1830,pza,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,2,0
1831,pza,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
1832,pza,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1833,pza,5(1/1),0.0,0,1
1834,pza,6(1/1),0.0,0,5
1835,pza,nan,75.0,21,7
1836,pza,unfilled,33.78378378378378,25,49
1837,rif,1.1(1/1),33.333333333333336,1,2
1838,rif,"1.1(1/1),4(1/1)",0.0,0,1
1839,rif,1.1.1.1.1(1/1),14.285714285714286,4,24
1840,rif,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",33.333333333333336,1,2
1841,rif,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1842,rif,1.1.1.2(1/1),7.2727272727272725,4,51
1843,rif,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
1844,rif,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1845,rif,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
1846,rif,1.1.2,50.0,1,1
1847,rif,1.1.2(1/1),13.77245508982036,23,144
1848,rif,"1.1.2(1/1),2.2.1.1.1(1/1)",50.0,1,1
1849,rif,"1.1.2(1/1),4(1/1)",0.0,0,1
1850,rif,1.2.1.1.1(1/1),6.896551724137931,2,27
1851,rif,1.2.1.1.2(1/1),0.0,0,7
1852,rif,1.2.1.2(1/1),100.0,1,0
1853,rif,"1.2.2(1/1),4(1/1)",0.0,0,2
1854,rif,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1855,rif,1.2.2.1,100.0,2,0
1856,rif,1.2.2.1(1/1),36.111111111111114,26,46
1857,rif,"1.2.2.1(1/1),1.1.2(1/1)",0.0,0,1
1858,rif,"1.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
1859,rif,"1.2.2.1(1/1),4(1/1)",0.0,0,1
1860,rif,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1861,rif,1.2.2.2,0.0,0,15
1862,rif,1.2.2.2(1/1),25.0,1,3
1863,rif,2.1(1/1),60.0,3,2
1864,rif,2.2.1,0.0,0,1
1865,rif,2.2.1(1/1),0.0,0,2
1866,rif,2.2.1.1(1/1),0.0,0,2
1867,rif,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,3
1868,rif,"2.2.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
1869,rif,2.2.1.1.1,34.78260869565217,8,15
1870,rif,2.2.1.1.1(1/1),36.614340263046245,863,1494
1871,rif,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",100.0,1,0
1872,rif,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
1873,rif,"2.2.1.1.1(1/1),4(1/1)",0.0,0,2
1874,rif,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1875,rif,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
1876,rif,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,6
1877,rif,2.2.1.1.1.i1(1/1),22.22222222222222,2,7
1878,rif,2.2.1.1.1.i2(1/1),50.0,5,5
1879,rif,2.2.1.1.1.i3(1/1),40.69767441860465,315,459
1880,rif,2.2.1.1.2,0.0,0,1
1881,rif,2.2.1.1.2(1/1),27.027027027027028,20,54
1882,rif,2.2.1.2(1/1),42.857142857142854,3,4
1883,rif,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1884,rif,2.2.2,86.27450980392157,44,7
1885,rif,2.2.2(1/1),71.0,142,58
1886,rif,"2.2.2(1/1),3.2.2(1/1)",100.0,1,0
1887,rif,"2.2.2,2.2.1.1.1",0.0,0,1
1888,rif,3(1/1),0.0,0,3
1889,rif,"3(1/1),4(1/1)",0.0,0,1
1890,rif,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1891,rif,3.1(1/1),0.0,0,5
1892,rif,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1893,rif,3.1.1,0.0,0,3
1894,rif,3.1.1(1/1),41.338582677165356,105,149
1895,rif,"3.1.1(1/1),2.2.1.1.1(1/1)",100.0,3,0
1896,rif,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,1
1897,rif,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1898,rif,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",100.0,1,0
1899,rif,3.1.1.i1,0.0,0,1
1900,rif,3.1.1.i1(1/1),37.03703703703704,10,17
1901,rif,3.1.1.i2(1/1),23.91304347826087,11,35
1902,rif,3.1.2(1/1),25.0,1,3
1903,rif,3.2(1/1),0.0,0,1
1904,rif,3.2.1(1/1),0.0,0,2
1905,rif,3.2.2(1/1),0.0,0,4
1906,rif,4,100.0,1,0
1907,rif,4(1/1),21.53846153846154,14,51
1908,rif,4.1(1/1),100.0,1,0
1909,rif,4.1.i1.1.1(1/1),0.0,0,2
1910,rif,4.1.i1.1.1.1,33.333333333333336,3,6
1911,rif,4.1.i1.1.1.1(1/1),22.44488977955912,112,387
1912,rif,"4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,5
1913,rif,"4.1.i1.1.1.1(1/1),2.2.1.1.1.i3(1/1)",33.333333333333336,1,2
1914,rif,"4.1.i1.1.1.1(1/1),4.2.1.2.1.1.i4.1(1/1)",33.333333333333336,1,2
1915,rif,"4.1.i1.1.1.1(1/1),4.2.1.2.2.1(1/1)",0.0,0,1
1916,rif,"4.1.i1.1.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
1917,rif,4.1.i1.1.1.2(1/1),42.857142857142854,3,4
1918,rif,4.1.i1.1.2(1/1),20.0,1,4
1919,rif,4.1.i1.2.1,3.225806451612903,1,30
1920,rif,4.1.i1.2.1(1/1),41.91919191919192,83,115
1921,rif,"4.1.i1.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
1922,rif,4.1.i1.2.2(1/1),0.0,0,5
1923,rif,4.1.i2.1(1/1),66.66666666666667,14,7
1924,rif,"4.1.i2.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
1925,rif,4.1.i2.2(1/1),50.0,1,1
1926,rif,4.2.1.1.1.1.1.1.i1,50.0,2,2
1927,rif,4.2.1.1.1.1.1.1.i1(1/1),15.976331360946746,81,426
1928,rif,"4.2.1.1.1.1.1.1.i1(1/1),1.2.1.1.1(1/1)",0.0,0,1
1929,rif,"4.2.1.1.1.1.1.1.i1(1/1),2.2(1/1)",100.0,1,0
1930,rif,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1(1/1)",0.0,0,1
1931,rif,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1(1/1)",0.0,0,1
1932,rif,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,7
1933,rif,"4.2.1.1.1.1.1.1.i1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,4
1934,rif,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1935,rif,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,2
1936,rif,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
1937,rif,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2(1/1)",0.0,0,1
1938,rif,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
1939,rif,4.2.1.1.1.1.1.1.i2,23.076923076923077,3,10
1940,rif,4.2.1.1.1.1.1.1.i2(1/1),13.333333333333334,12,78
1941,rif,4.2.1.1.1.1.1.2(1/1),0.0,0,1
1942,rif,4.2.1.1.1.1.2(1/1),100.0,36,0
1943,rif,4.2.1.1.1.2.1.1.1.1.1(1/1),9.523809523809524,2,19
1944,rif,4.2.1.1.1.2.1.1.1.1.2(1/1),50.0,5,5
1945,rif,4.2.1.1.1.2.1.1.2(1/1),86.20689655172414,25,4
1946,rif,4.2.1.1.1.2.1.2(1/1),0.0,0,2
1947,rif,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
1948,rif,4.2.1.1.1.2.2.1.1.1.1(1/1),12.5,1,7
1949,rif,4.2.1.1.1.2.2.1.1.1.2(1/1),100.0,8,0
1950,rif,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
1951,rif,4.2.1.1.1.2.2.1.1.2(1/1),0.0,0,3
1952,rif,4.2.1.1.1.2.2.1.2(1/1),100.0,8,0
1953,rif,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",100.0,1,0
1954,rif,4.2.1.1.1.2.2.2(1/1),0.0,0,1
1955,rif,4.2.1.1.2,0.0,0,1
1956,rif,4.2.1.1.2(1/1),16.40625,21,107
1957,rif,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
1958,rif,4.2.1.2.1.1(1/1),0.0,0,1
1959,rif,4.2.1.2.1.1.i1,50.0,3,3
1960,rif,4.2.1.2.1.1.i1(1/1),29.365079365079364,37,89
1961,rif,4.2.1.2.1.1.i2,0.0,0,1
