,Drug,Lineage,Percentage of Strains that are Resistant,Number of Resistant Strains,Number of Susceptible Strains
368,cip,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",0.0,0,1
369,cip,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
370,cip,"2.2.1.1.1(1/1),4(1/1)",50.0,1,1
371,cip,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
372,cip,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
373,cip,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,6
374,cip,2.2.1.1.1.i1(1/1),11.11111111111111,1,8
375,cip,2.2.1.1.1.i2(1/1),10.0,1,9
376,cip,2.2.1.1.1.i3(1/1),11.24031007751938,87,687
377,cip,2.2.1.1.2,0.0,0,1
378,cip,2.2.1.1.2(1/1),5.405405405405405,4,70
379,cip,2.2.1.2(1/1),0.0,0,7
380,cip,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
381,cip,2.2.2,80.3921568627451,41,10
382,cip,2.2.2(1/1),22.0,44,156
383,cip,"2.2.2(1/1),3.2.2(1/1)",0.0,0,1
384,cip,"2.2.2,2.2.1.1.1",0.0,0,1
385,cip,3(1/1),0.0,0,3
386,cip,"3(1/1),4(1/1)",0.0,0,1
387,cip,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,1,0
388,cip,3.1(1/1),0.0,0,5
389,cip,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
390,cip,3.1.1,0.0,0,3
391,cip,3.1.1(1/1),14.566929133858268,37,217
392,cip,"3.1.1(1/1),2.2.1.1.1(1/1)",33.333333333333336,1,2
393,cip,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,1
394,cip,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
395,cip,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",0.0,0,1
396,cip,3.1.1.i1,0.0,0,1
397,cip,3.1.1.i1(1/1),3.7037037037037037,1,26
398,cip,3.1.1.i2(1/1),10.869565217391305,5,41
399,cip,3.1.2(1/1),0.0,0,4
400,cip,3.2(1/1),0.0,0,1
401,cip,3.2.1(1/1),0.0,0,2
402,cip,3.2.2(1/1),0.0,0,4
403,cip,4,0.0,0,1
404,cip,4(1/1),10.76923076923077,7,58
405,cip,4.1(1/1),0.0,0,1
406,cip,4.1.i1.1.1(1/1),0.0,0,2
407,cip,4.1.i1.1.1.1,11.11111111111111,1,8
408,cip,4.1.i1.1.1.1(1/1),3.8076152304609217,19,480
409,cip,"4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,5
410,cip,"4.1.i1.1.1.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,3
411,cip,"4.1.i1.1.1.1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,3
412,cip,"4.1.i1.1.1.1(1/1),4.2.1.2.2.1(1/1)",0.0,0,1
413,cip,"4.1.i1.1.1.1(1/1),4.2.2.2.1(1/1)",0.0,0,1
414,cip,4.1.i1.1.1.2(1/1),14.285714285714286,1,6
415,cip,4.1.i1.1.2(1/1),20.0,1,4
416,cip,4.1.i1.2.1,0.0,0,31
417,cip,4.1.i1.2.1(1/1),10.1010101010101,20,178
418,cip,"4.1.i1.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
419,cip,4.1.i1.2.2(1/1),0.0,0,5
420,cip,4.1.i2.1(1/1),0.0,0,21
421,cip,"4.1.i2.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
422,cip,4.1.i2.2(1/1),0.0,0,2
423,cip,4.2.1.1.1.1.1.1.i1,50.0,2,2
424,cip,4.2.1.1.1.1.1.1.i1(1/1),4.536489151873767,23,484
425,cip,"4.2.1.1.1.1.1.1.i1(1/1),1.2.1.1.1(1/1)",0.0,0,1
426,cip,"4.2.1.1.1.1.1.1.i1(1/1),2.2(1/1)",0.0,0,1
427,cip,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1(1/1)",0.0,0,1
428,cip,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1(1/1)",0.0,0,1
429,cip,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,7
430,cip,"4.2.1.1.1.1.1.1.i1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,4
431,cip,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
432,cip,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,2
433,cip,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
434,cip,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2(1/1)",0.0,0,1
435,cip,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
436,cip,4.2.1.1.1.1.1.1.i2,0.0,0,13
437,cip,4.2.1.1.1.1.1.1.i2(1/1),8.88888888888889,8,82
438,cip,4.2.1.1.1.1.1.2(1/1),0.0,0,1
439,cip,4.2.1.1.1.1.2(1/1),0.0,0,36
440,cip,4.2.1.1.1.2.1.1.1.1.1(1/1),4.761904761904762,1,20
441,cip,4.2.1.1.1.2.1.1.1.1.2(1/1),0.0,0,10
442,cip,4.2.1.1.1.2.1.1.2(1/1),0.0,0,29
443,cip,4.2.1.1.1.2.1.2(1/1),0.0,0,2
444,cip,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
445,cip,4.2.1.1.1.2.2.1.1.1.1(1/1),0.0,0,8
446,cip,4.2.1.1.1.2.2.1.1.1.2(1/1),0.0,0,8
447,cip,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
448,cip,4.2.1.1.1.2.2.1.1.2(1/1),0.0,0,3
449,cip,4.2.1.1.1.2.2.1.2(1/1),25.0,2,6
450,cip,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",100.0,1,0
451,cip,4.2.1.1.1.2.2.2(1/1),0.0,0,1
452,cip,4.2.1.1.2,0.0,0,1
453,cip,4.2.1.1.2(1/1),4.6875,6,122
454,cip,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
455,cip,4.2.1.2.1.1(1/1),0.0,0,1
456,cip,4.2.1.2.1.1.i1,0.0,0,6
457,cip,4.2.1.2.1.1.i1(1/1),3.1746031746031744,4,122
458,cip,4.2.1.2.1.1.i2,0.0,0,1
459,cip,4.2.1.2.1.1.i2(1/1),0.0,0,9
460,cip,4.2.1.2.1.1.i3(1/1),0.0,0,1
461,cip,4.2.1.2.1.1.i3.1,11.11111111111111,1,8
462,cip,4.2.1.2.1.1.i3.1(1/1),17.16417910447761,23,111
463,cip,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
464,cip,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",100.0,1,0
465,cip,4.2.1.2.1.1.i3.2,0.0,0,2
466,cip,4.2.1.2.1.1.i3.2(1/1),2.7522935779816513,3,106
467,cip,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
468,cip,4.2.1.2.1.1.i4.1,30.76923076923077,8,18
469,cip,4.2.1.2.1.1.i4.1(1/1),13.577981651376147,74,471
470,cip,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
471,cip,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
472,cip,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
473,cip,4.2.1.2.1.1.i4.2(1/1),0.0,0,6
474,cip,4.2.1.2.1.2(1/1),0.0,0,4
475,cip,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
476,cip,4.2.1.2.2.1(1/1),0.0,0,3
477,cip,4.2.1.2.2.1.1,89.47368421052632,17,2
478,cip,4.2.1.2.2.1.1(1/1),5.46875,7,121
479,cip,4.2.1.2.2.1.2,50.0,1,1
480,cip,4.2.1.2.2.1.2(1/1),0.0,0,22
481,cip,4.2.1.2.2.2(1/1),3.90625,5,123
482,cip,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
483,cip,4.2.2(1/1),10.0,3,27
484,cip,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
485,cip,4.2.2.1,0.0,0,2
486,cip,4.2.2.1(1/1),7.407407407407407,2,25
487,cip,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
488,cip,4.2.2.2.1(1/1),14.786967418546366,59,340
489,cip,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
490,cip,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",33.333333333333336,3,6
491,cip,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
492,cip,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",50.0,1,1
493,cip,4.2.2.2.2(1/1),0.0,0,159
494,cip,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,2
495,cip,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
496,cip,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
497,cip,5(1/1),0.0,0,1
498,cip,6(1/1),40.0,2,3
499,cip,nan,17.857142857142858,5,23
500,cip,unfilled,24.324324324324323,18,56
501,emb,1.1(1/1),33.333333333333336,1,2
502,emb,"1.1(1/1),4(1/1)",0.0,0,1
503,emb,1.1.1.1.1(1/1),14.285714285714286,4,24
504,emb,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",33.333333333333336,1,2
505,emb,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
506,emb,1.1.1.2(1/1),3.6363636363636362,2,53
507,emb,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
508,emb,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
509,emb,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
510,emb,1.1.2,0.0,0,2
511,emb,1.1.2(1/1),10.778443113772456,18,149
512,emb,"1.1.2(1/1),2.2.1.1.1(1/1)",0.0,0,2
513,emb,"1.1.2(1/1),4(1/1)",0.0,0,1
514,emb,1.2.1.1.1(1/1),0.0,0,29
515,emb,1.2.1.1.2(1/1),14.285714285714286,1,6
516,emb,1.2.1.2(1/1),100.0,1,0
517,emb,"1.2.2(1/1),4(1/1)",0.0,0,2
518,emb,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
519,emb,1.2.2.1,100.0,2,0
520,emb,1.2.2.1(1/1),33.333333333333336,24,48
521,emb,"1.2.2.1(1/1),1.1.2(1/1)",0.0,0,1
522,emb,"1.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
523,emb,"1.2.2.1(1/1),4(1/1)",0.0,0,1
524,emb,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
525,emb,1.2.2.2,0.0,0,15
526,emb,1.2.2.2(1/1),0.0,0,4
527,emb,2.1(1/1),80.0,4,1
528,emb,2.2.1,0.0,0,1
529,emb,2.2.1(1/1),0.0,0,2
530,emb,2.2.1.1(1/1),0.0,0,2
531,emb,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,3
532,emb,"2.2.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
533,emb,2.2.1.1.1,26.08695652173913,6,17
534,emb,2.2.1.1.1(1/1),26.347051336444633,621,1736
535,emb,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",100.0,1,0
536,emb,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
537,emb,"2.2.1.1.1(1/1),4(1/1)",0.0,0,2
538,emb,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
539,emb,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
540,emb,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,6
541,emb,2.2.1.1.1.i1(1/1),22.22222222222222,2,7
542,emb,2.2.1.1.1.i2(1/1),30.0,3,7
543,emb,2.2.1.1.1.i3(1/1),35.65891472868217,276,498
544,emb,2.2.1.1.2,0.0,0,1
545,emb,2.2.1.1.2(1/1),18.91891891891892,14,60
546,emb,2.2.1.2(1/1),42.857142857142854,3,4
547,emb,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
548,emb,2.2.2,86.27450980392157,44,7
549,emb,2.2.2(1/1),62.5,125,75
550,emb,"2.2.2(1/1),3.2.2(1/1)",100.0,1,0
551,emb,"2.2.2,2.2.1.1.1",0.0,0,1
552,emb,3(1/1),0.0,0,3
553,emb,"3(1/1),4(1/1)",0.0,0,1
554,emb,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,1,0
555,emb,3.1(1/1),0.0,0,5
556,emb,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
557,emb,3.1.1,0.0,0,3
558,emb,3.1.1(1/1),38.188976377952756,97,157
559,emb,"3.1.1(1/1),2.2.1.1.1(1/1)",100.0,3,0
560,emb,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,1
561,emb,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
562,emb,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",0.0,0,1
563,emb,3.1.1.i1,0.0,0,1
564,emb,3.1.1.i1(1/1),40.74074074074074,11,16
565,emb,3.1.1.i2(1/1),19.565217391304348,9,37
566,emb,3.1.2(1/1),25.0,1,3
567,emb,3.2(1/1),0.0,0,1
568,emb,3.2.1(1/1),0.0,0,2
569,emb,3.2.2(1/1),0.0,0,4
570,emb,4,100.0,1,0
571,emb,4(1/1),16.923076923076923,11,54
572,emb,4.1(1/1),0.0,0,1
573,emb,4.1.i1.1.1(1/1),0.0,0,2
574,emb,4.1.i1.1.1.1,33.333333333333336,3,6
575,emb,4.1.i1.1.1.1(1/1),14.629258517034069,73,426
576,emb,"4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1)",40.0,2,3
577,emb,"4.1.i1.1.1.1(1/1),2.2.1.1.1.i3(1/1)",66.66666666666667,2,1
578,emb,"4.1.i1.1.1.1(1/1),4.2.1.2.1.1.i4.1(1/1)",33.333333333333336,1,2
579,emb,"4.1.i1.1.1.1(1/1),4.2.1.2.2.1(1/1)",0.0,0,1
580,emb,"4.1.i1.1.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
581,emb,4.1.i1.1.1.2(1/1),14.285714285714286,1,6
582,emb,4.1.i1.1.2(1/1),40.0,2,3
583,emb,4.1.i1.2.1,3.225806451612903,1,30
584,emb,4.1.i1.2.1(1/1),33.83838383838384,67,131
585,emb,"4.1.i1.2.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
586,emb,4.1.i1.2.2(1/1),0.0,0,5
587,emb,4.1.i2.1(1/1),47.61904761904762,10,11
588,emb,"4.1.i2.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,1
589,emb,4.1.i2.2(1/1),50.0,1,1
590,emb,4.2.1.1.1.1.1.1.i1,50.0,2,2
591,emb,4.2.1.1.1.1.1.1.i1(1/1),11.637080867850099,59,448
592,emb,"4.2.1.1.1.1.1.1.i1(1/1),1.2.1.1.1(1/1)",0.0,0,1
593,emb,"4.2.1.1.1.1.1.1.i1(1/1),2.2(1/1)",0.0,0,1
594,emb,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1(1/1)",0.0,0,1
595,emb,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1(1/1)",0.0,0,1
596,emb,"4.2.1.1.1.1.1.1.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,7
597,emb,"4.2.1.1.1.1.1.1.i1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,4
598,emb,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
599,emb,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,2
600,emb,"4.2.1.1.1.1.1.1.i1(1/1),4.2.1.2.1.1.i4.1(1/1)",0.0,0,2
601,emb,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2(1/1)",0.0,0,1
602,emb,"4.2.1.1.1.1.1.1.i1(1/1),4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",100.0,1,0
603,emb,4.2.1.1.1.1.1.1.i2,7.6923076923076925,1,12
604,emb,4.2.1.1.1.1.1.1.i2(1/1),12.222222222222221,11,79
605,emb,4.2.1.1.1.1.1.2(1/1),0.0,0,1
606,emb,4.2.1.1.1.1.2(1/1),100.0,36,0
607,emb,4.2.1.1.1.2.1.1.1.1.1(1/1),4.761904761904762,1,20
608,emb,4.2.1.1.1.2.1.1.1.1.2(1/1),10.0,1,9
609,emb,4.2.1.1.1.2.1.1.2(1/1),82.75862068965517,24,5
610,emb,4.2.1.1.1.2.1.2(1/1),0.0,0,2
611,emb,"4.2.1.1.1.2.2(1/1),3.1.1.i1(1/1)",0.0,0,1
612,emb,4.2.1.1.1.2.2.1.1.1.1(1/1),100.0,8,0
613,emb,4.2.1.1.1.2.2.1.1.1.2(1/1),50.0,4,4
614,emb,"4.2.1.1.1.2.2.1.1.1.2(1/1),4.2.1.1.1.2.2.1.2(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,1,0
615,emb,4.2.1.1.1.2.2.1.1.2(1/1),0.0,0,3
616,emb,4.2.1.1.1.2.2.1.2(1/1),100.0,8,0
617,emb,"4.2.1.1.1.2.2.1.2(1/1),4.2.1.2.1.1.i3.2(1/1)",100.0,1,0
618,emb,4.2.1.1.1.2.2.2(1/1),0.0,0,1
619,emb,4.2.1.1.2,0.0,0,1
620,emb,4.2.1.1.2(1/1),10.9375,14,114
621,emb,"4.2.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,2
622,emb,4.2.1.2.1.1(1/1),0.0,0,1
623,emb,4.2.1.2.1.1.i1,50.0,3,3
624,emb,4.2.1.2.1.1.i1(1/1),11.11111111111111,14,112
625,emb,4.2.1.2.1.1.i2,0.0,0,1
626,emb,4.2.1.2.1.1.i2(1/1),55.55555555555556,5,4
627,emb,4.2.1.2.1.1.i3(1/1),100.0,1,0
628,emb,4.2.1.2.1.1.i3.1,22.22222222222222,2,7
629,emb,4.2.1.2.1.1.i3.1(1/1),49.25373134328358,66,68
630,emb,"4.2.1.2.1.1.i3.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
631,emb,"4.2.1.2.1.1.i3.1,4.2.1.1.1.1.2,4.1.i1.1.1.1,4.2.1.2.1.1.i4.1,2.2.1.1.1",100.0,1,0
632,emb,4.2.1.2.1.1.i3.2,0.0,0,2
633,emb,4.2.1.2.1.1.i3.2(1/1),24.770642201834864,27,82
634,emb,"4.2.1.2.1.1.i4(1/1),2.2.1.1.1.i3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",100.0,1,0
635,emb,4.2.1.2.1.1.i4.1,46.15384615384615,12,14
636,emb,4.2.1.2.1.1.i4.1(1/1),40.55045871559633,221,324
637,emb,"4.2.1.2.1.1.i4.1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
638,emb,"4.2.1.2.1.1.i4.1(1/1),4.1.i1.1(1/1)",0.0,0,1
639,emb,"4.2.1.2.1.1.i4.1(1/1),4.2.1.2.1.1.i1(1/1)",100.0,1,0
640,emb,4.2.1.2.1.1.i4.2(1/1),33.333333333333336,2,4
641,emb,4.2.1.2.1.2(1/1),25.0,1,3
642,emb,"4.2.1.2.1.2(1/1),4.2.1.1.1.2.2.1.1.1.2(1/1),4.1.i1.2.2(1/1),4.1.i1.1(1/1),1.1.1.2.i1(1/1),3.1(1/1),4.2.1.1.1.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
643,emb,4.2.1.2.2.1(1/1),0.0,0,3
644,emb,4.2.1.2.2.1.1,94.73684210526316,18,1
645,emb,4.2.1.2.2.1.1(1/1),53.125,68,60
646,emb,4.2.1.2.2.1.2,0.0,0,2
647,emb,4.2.1.2.2.1.2(1/1),9.090909090909092,2,20
648,emb,4.2.1.2.2.2(1/1),9.375,12,116
649,emb,"4.2.1.2.2.2(1/1),4.2.1.1.1.2.2.1(1/1)",0.0,0,1
650,emb,4.2.2(1/1),60.0,18,12
651,emb,"4.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
652,emb,4.2.2.1,50.0,1,1
653,emb,4.2.2.1(1/1),22.22222222222222,6,21
654,emb,"4.2.2.2(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
655,emb,4.2.2.2.1(1/1),78.44611528822055,313,86
656,emb,"4.2.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,3,0
657,emb,"4.2.2.2.1(1/1),2.2.1.1.1.i3(1/1)",100.0,9,0
658,emb,"4.2.2.2.1(1/1),4.2.1.1.1.2.1.1.1(1/1)",0.0,0,1
659,emb,"4.2.2.2.1(1/1),4.2.1.2.1.1.i4.1(1/1)",100.0,2,0
660,emb,4.2.2.2.2(1/1),4.40251572327044,7,152
661,emb,"4.2.2.2.2(1/1),2.2.1.1.1.i3(1/1)",100.0,2,0
662,emb,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i1(1/1)",0.0,0,1
663,emb,"4.2.2.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
664,emb,5(1/1),0.0,0,1
665,emb,6(1/1),40.0,2,3
666,emb,nan,3.5714285714285716,1,27
667,emb,unfilled,64.86486486486487,48,26
668,eth,1.1(1/1),0.0,0,3
669,eth,"1.1(1/1),4(1/1)",0.0,0,1
670,eth,1.1.1.1.1(1/1),14.285714285714286,4,24
671,eth,"1.1.1.1.1(1/1),2.2.1.1.1(1/1)",33.333333333333336,1,2
672,eth,"1.1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
673,eth,1.1.1.2(1/1),12.727272727272727,7,48
674,eth,"1.1.1.2(1/1),3.1.1.i1(1/1)",0.0,0,1
675,eth,"1.1.1.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
676,eth,"1.1.1.2.i1(1/1),2.2.1.1.1.i3(1/1)",0.0,0,1
677,eth,1.1.2,0.0,0,2
678,eth,1.1.2(1/1),7.7844311377245505,13,154
679,eth,"1.1.2(1/1),2.2.1.1.1(1/1)",0.0,0,2
680,eth,"1.1.2(1/1),4(1/1)",0.0,0,1
681,eth,1.2.1.1.1(1/1),10.344827586206897,3,26
682,eth,1.2.1.1.2(1/1),28.571428571428573,2,5
683,eth,1.2.1.2(1/1),100.0,1,0
684,eth,"1.2.2(1/1),4(1/1)",0.0,0,2
685,eth,"1.2.2(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
686,eth,1.2.2.1,100.0,2,0
687,eth,1.2.2.1(1/1),29.166666666666668,21,51
688,eth,"1.2.2.1(1/1),1.1.2(1/1)",0.0,0,1
689,eth,"1.2.2.1(1/1),2.2.1.1.1(1/1)",100.0,1,0
690,eth,"1.2.2.1(1/1),4(1/1)",0.0,0,1
691,eth,"1.2.2.1(1/1),4.2.1.2.1.1.i3.1(1/1),4.1.i1.1.1.1(1/1),2.2.1.1.1(1/1),4.2.1.2.1.1.i3.2(1/1),4.1.i1.1.2(1/1),1.1.1.2.i1(1/1),3.1.1.i1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
692,eth,1.2.2.2,0.0,0,15
693,eth,1.2.2.2(1/1),0.0,0,4
694,eth,2.1(1/1),0.0,0,5
695,eth,2.2.1,0.0,0,1
696,eth,2.2.1(1/1),0.0,0,2
697,eth,2.2.1.1(1/1),0.0,0,2
698,eth,"2.2.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,3
699,eth,"2.2.1.1(1/1),4.2.2.2.1(1/1)",100.0,1,0
700,eth,2.2.1.1.1,17.391304347826086,4,19
701,eth,2.2.1.1.1(1/1),11.03097157403479,260,2097
702,eth,"2.2.1.1.1(1/1),2.2.1.1.2(1/1)",0.0,0,1
703,eth,"2.2.1.1.1(1/1),3.1.1.i1(1/1)",0.0,0,1
704,eth,"2.2.1.1.1(1/1),4(1/1)",0.0,0,2
705,eth,"2.2.1.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
706,eth,"2.2.1.1.1(1/1),4.2.1.2.1.1(1/1)",0.0,0,1
707,eth,"2.2.1.1.1(1/1),4.2.1.2.1.1.i1(1/1)",0.0,0,6
708,eth,2.2.1.1.1.i1(1/1),0.0,0,9
709,eth,2.2.1.1.1.i2(1/1),10.0,1,9
710,eth,2.2.1.1.1.i3(1/1),7.622739018087855,59,715
711,eth,2.2.1.1.2,0.0,0,1
712,eth,2.2.1.1.2(1/1),4.054054054054054,3,71
713,eth,2.2.1.2(1/1),28.571428571428573,2,5
714,eth,"2.2.1.2(1/1),3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
715,eth,2.2.2,90.19607843137256,46,5
716,eth,2.2.2(1/1),45.0,90,110
717,eth,"2.2.2(1/1),3.2.2(1/1)",100.0,1,0
718,eth,"2.2.2,2.2.1.1.1",0.0,0,1
719,eth,3(1/1),0.0,0,3
720,eth,"3(1/1),4(1/1)",0.0,0,1
721,eth,"3(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
722,eth,3.1(1/1),0.0,0,5
723,eth,"3.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
724,eth,3.1.1,0.0,0,3
725,eth,3.1.1(1/1),5.118110236220472,13,241
726,eth,"3.1.1(1/1),2.2.1.1.1(1/1)",0.0,0,3
727,eth,"3.1.1(1/1),4.1.i1.1.1.1(1/1)",0.0,0,1
728,eth,"3.1.1(1/1),4.2.1.1.1.1.1.1.i2(1/1)",0.0,0,1
729,eth,"3.1.1(1/1),4.2.1.1.1.2.1.1(1/1)",100.0,1,0
730,eth,3.1.1.i1,0.0,0,1
731,eth,3.1.1.i1(1/1),11.11111111111111,3,24
732,eth,3.1.1.i2(1/1),2.1739130434782608,1,45
733,eth,3.1.2(1/1),0.0,0,4
734,eth,3.2(1/1),0.0,0,1
